Timestamp,Service,Region,Hour,Usage_Amount,Cost
2026-03-01 00:00:00,EC2,us-east-1,0,11.968396949346182,2.125274764130916
2026-03-01 00:00:00,EC2,eu-west-1,0,7.472323651077938,0.658539856317947
2026-03-01 00:00:00,S3,us-east-1,0,6.911417921854768,0.8337472905753494
2026-03-01 00:00:00,S3,eu-west-1,0,6.911511471659003,1.1247108608777687
2026-03-01 00:00:00,RDS,us-east-1,0,23.248572061153254,1.4671650717647278
2026-03-01 00:00:00,RDS,eu-west-1,0,14.333531154821111,1.8194127123443893
2026-03-01 00:00:00,Lambda,us-east-1,0,5.6553900087044955,0.40524803021636085
2026-03-01 00:00:00,Lambda,eu-west-1,0,12.349072367156067,1.6161519297115619
2026-03-01 01:00:00,EC2,us-east-1,1,10.67593051311312,1.7633798925841928
2026-03-01 01:00:00,EC2,eu-west-1,1,1.1531459503657693,0.09864253964270732
2026-03-01 01:00:00,S3,us-east-1,1,3.5849316748627635,0.6360449116928333
2026-03-01 01:00:00,S3,eu-west-1,1,11.24848672465078,1.1273302743745017
2026-03-01 01:00:00,RDS,us-east-1,1,23.313282286033385,1.8328373213053681
2026-03-01 01:00:00,RDS,eu-west-1,1,7.433523056098108,0.8905249806750596
2026-03-01 01:00:00,Lambda,us-east-1,1,5.650651302764203,1.0250917857407653
2026-03-01 01:00:00,Lambda,eu-west-1,1,9.688145788171456,0.5845823213505204
2026-03-01 02:00:00,EC2,us-east-1,2,6.373248227450263,0.631816551336791
2026-03-01 02:00:00,EC2,eu-west-1,2,8.354145600242532,1.2362003121546947
2026-03-01 02:00:00,S3,us-east-1,2,10.456158731234787,1.0836462849118194
2026-03-01 02:00:00,S3,eu-west-1,2,4.0583078936091885,0.24602923121250586
2026-03-01 02:00:00,RDS,us-east-1,2,18.829426489647272,1.8791738510759581
2026-03-01 02:00:00,RDS,eu-west-1,2,3.392914413068146,0.5874624607183391
2026-03-01 02:00:00,Lambda,us-east-1,2,2.9973903264845174,0.5851074621688164
2026-03-01 02:00:00,Lambda,eu-west-1,2,12.260754352815466,0.6861961627876106
2026-03-01 03:00:00,EC2,us-east-1,3,22.306891564695928,3.0201874366630403
2026-03-01 03:00:00,EC2,eu-west-1,3,15.04780957330655,0.990078379805845
2026-03-01 03:00:00,S3,us-east-1,3,12.06608390041896,1.8347624359734818
2026-03-01 03:00:00,S3,eu-west-1,3,10.366138742009973,0.530578723567912
2026-03-01 03:00:00,RDS,us-east-1,3,9.038267748102358,0.47189920143295017
2026-03-01 03:00:00,RDS,eu-west-1,3,27.258077530235017,4.539341457589768
2026-03-01 03:00:00,Lambda,us-east-1,3,16.817613563476407,1.0286543520631932
2026-03-01 03:00:00,Lambda,eu-west-1,3,9.652038324839836,0.9244456986806217
2026-03-01 04:00:00,EC2,us-east-1,4,9.366065293115572,1.814263639495871
2026-03-01 04:00:00,EC2,eu-west-1,4,25.87618956707874,5.117975655577236
2026-03-01 04:00:00,S3,us-east-1,4,33.83441673402218,2.5108665903686602
2026-03-01 04:00:00,S3,eu-west-1,4,31.812097818028885,4.267124909557087
2026-03-01 04:00:00,RDS,us-east-1,4,8.010470482113469,1.0723803019651548
2026-03-01 04:00:00,RDS,eu-west-1,4,12.984978012876242,1.5303718986461756
2026-03-01 04:00:00,Lambda,us-east-1,4,11.214349675200985,2.11620412168297
2026-03-01 04:00:00,Lambda,eu-west-1,4,14.382881157859886,2.3459210734823928
2026-03-01 05:00:00,EC2,us-east-1,5,36.628348714149986,6.031921315935313
2026-03-01 05:00:00,EC2,eu-west-1,5,50.91650033876525,4.60465482653894
2026-03-01 05:00:00,S3,us-east-1,5,27.03896749039981,3.113482104669685
2026-03-01 05:00:00,S3,eu-west-1,5,11.975467706172966,1.4743423993560751
2026-03-01 05:00:00,RDS,us-east-1,5,20.117581777187166,1.9078872038267267
2026-03-01 05:00:00,RDS,eu-west-1,5,57.24996224645007,3.676745219570536
2026-03-01 05:00:00,Lambda,us-east-1,5,22.112738417110755,1.524759194115457
2026-03-01 05:00:00,Lambda,eu-west-1,5,16.25555709757376,1.2533143308828945
2026-03-01 06:00:00,EC2,us-east-1,6,20.98278917701918,1.690121705877465
2026-03-01 06:00:00,EC2,eu-west-1,6,32.572700460720185,2.8123032247090887
2026-03-01 06:00:00,S3,us-east-1,6,12.38447601757894,1.0937845912012099
2026-03-01 06:00:00,S3,eu-west-1,6,16.487956771850442,1.9514725492861453
2026-03-01 06:00:00,RDS,us-east-1,6,47.24658590361376,5.973668325361858
2026-03-01 06:00:00,RDS,eu-west-1,6,31.921914229845964,3.0750980498711393
2026-03-01 06:00:00,Lambda,us-east-1,6,26.9274126071832,5.011042388793001
2026-03-01 06:00:00,Lambda,eu-west-1,6,48.840203470185514,6.4943286688067765
2026-03-01 07:00:00,EC2,us-east-1,7,16.08766776799473,2.7046834673741187
2026-03-01 07:00:00,EC2,eu-west-1,7,22.48535680349913,4.241540455166252
2026-03-01 07:00:00,S3,us-east-1,7,36.56462213490304,2.722977179954917
2026-03-01 07:00:00,S3,eu-west-1,7,35.64975984738821,4.070531380762549
2026-03-01 07:00:00,RDS,us-east-1,7,7.489853063486694,0.8611949913368044
2026-03-01 07:00:00,RDS,eu-west-1,7,20.7621801625732,2.1420515170637415
2026-03-01 07:00:00,Lambda,us-east-1,7,25.801846729263545,1.3245605070266806
2026-03-01 07:00:00,Lambda,eu-west-1,7,39.478549760681396,6.805936807070912
2026-03-01 08:00:00,EC2,us-east-1,8,40.43527283035199,2.6984033820877538
2026-03-01 08:00:00,EC2,eu-west-1,8,31.447859280026176,6.268253027917279
2026-03-01 08:00:00,S3,us-east-1,8,4.282101638120013,0.7105881055677474
2026-03-01 08:00:00,S3,eu-west-1,8,32.65342388902921,4.4735681391697835
2026-03-01 08:00:00,RDS,us-east-1,8,34.912780555704465,2.555300018052618
2026-03-01 08:00:00,RDS,eu-west-1,8,145.95995577565742,18.582008085529324
2026-03-01 08:00:00,Lambda,us-east-1,8,28.609195452612664,2.5509764228686302
2026-03-01 08:00:00,Lambda,eu-west-1,8,41.74119044927995,3.666895905203304
2026-03-01 09:00:00,EC2,us-east-1,9,79.90196129464238,13.937250161272086
2026-03-01 09:00:00,EC2,eu-west-1,9,62.639294938845374,6.708459497825558
2026-03-01 09:00:00,S3,us-east-1,9,92.98109557681344,10.935373735114458
2026-03-01 09:00:00,S3,eu-west-1,9,9.554834951132232,1.6859000884236357
2026-03-01 09:00:00,RDS,us-east-1,9,15.164189656961286,0.9579005376236391
2026-03-01 09:00:00,RDS,eu-west-1,9,22.89359127689767,3.1866202780368145
2026-03-01 09:00:00,Lambda,us-east-1,9,7.9305141735533935,1.0843578571526262
2026-03-01 09:00:00,Lambda,eu-west-1,9,38.77350935621469,4.411734629789769
2026-03-01 10:00:00,EC2,us-east-1,10,17.48913241121064,3.0512624068601513
2026-03-01 10:00:00,EC2,eu-west-1,10,108.25060122266586,20.722792465103048
2026-03-01 10:00:00,S3,us-east-1,10,20.02132779838313,2.398562664076489
2026-03-01 10:00:00,S3,eu-west-1,10,30.391672447224245,3.5990443866178112
2026-03-01 10:00:00,RDS,us-east-1,10,69.86783486274422,8.75510760641857
2026-03-01 10:00:00,RDS,eu-west-1,10,12.51954084894227,1.9839541688770594
2026-03-01 10:00:00,Lambda,us-east-1,10,7.892662424518527,1.1855492742828202
2026-03-01 10:00:00,Lambda,eu-west-1,10,45.34657433953271,3.783048955425051
2026-03-01 11:00:00,EC2,us-east-1,11,49.939695219652194,2.975621896233305
2026-03-01 11:00:00,EC2,eu-west-1,11,71.35044523537518,13.726977982360744
2026-03-01 11:00:00,S3,us-east-1,11,60.05459583622498,5.3544956276914455
2026-03-01 11:00:00,S3,eu-west-1,11,51.29677273717119,7.478530987651197
2026-03-01 11:00:00,RDS,us-east-1,11,23.028823047588567,4.01313397804186
2026-03-01 11:00:00,RDS,eu-west-1,11,48.94480328783984,4.65178813750856
2026-03-01 11:00:00,Lambda,us-east-1,11,51.152530615195545,7.433230602660418
2026-03-01 11:00:00,Lambda,eu-west-1,11,22.29404806778812,1.4755323777954186
2026-03-01 12:00:00,EC2,us-east-1,12,135.55188799446069,26.499000176270293
2026-03-01 12:00:00,EC2,eu-west-1,12,58.90683926920274,3.459229987547333
2026-03-01 12:00:00,S3,us-east-1,12,17.461543636759913,2.0207581100075833
2026-03-01 12:00:00,S3,eu-west-1,12,72.58194763005655,9.473605298603916
2026-03-01 12:00:00,RDS,us-east-1,12,81.1348785100975,13.677090386949548
2026-03-01 12:00:00,RDS,eu-west-1,12,56.45945871903539,3.8488005123540208
2026-03-01 12:00:00,Lambda,us-east-1,12,34.23799595347325,3.9757570414405046
2026-03-01 12:00:00,Lambda,eu-west-1,12,21.76713365115525,2.0669359512152385
2026-03-01 13:00:00,EC2,us-east-1,13,38.692773004424076,3.7455226198117493
2026-03-01 13:00:00,EC2,eu-west-1,13,52.944067292693354,8.832033339868929
2026-03-01 13:00:00,S3,us-east-1,13,41.51406964870508,2.109709390295145
2026-03-01 13:00:00,S3,eu-west-1,13,106.91088534948929,17.358323561881587
2026-03-01 13:00:00,RDS,us-east-1,13,64.40783317931175,11.049792693387362
2026-03-01 13:00:00,RDS,eu-west-1,13,19.404864853153402,3.593865121481238
2026-03-01 13:00:00,Lambda,us-east-1,13,15.564619392782129,2.241807470370619
2026-03-01 13:00:00,Lambda,eu-west-1,13,58.45110031894229,5.8461796426561055
2026-03-01 14:00:00,EC2,us-east-1,14,32.99428402085053,3.76415981743596
2026-03-01 14:00:00,EC2,eu-west-1,14,65.51079876190938,12.804767738929597
2026-03-01 14:00:00,S3,us-east-1,14,55.72712950912117,10.152258335234391
2026-03-01 14:00:00,S3,eu-west-1,14,37.250748424884975,4.4525404754861615
2026-03-01 14:00:00,RDS,us-east-1,14,18.81133768938252,3.6016083878383425
2026-03-01 14:00:00,RDS,eu-west-1,14,8.900981055050229,1.5438149160256285
2026-03-01 14:00:00,Lambda,us-east-1,14,46.3414643123609,8.580746765568687
2026-03-01 14:00:00,Lambda,eu-west-1,14,12.309283449004441,1.8765082278920533
2026-03-01 15:00:00,EC2,us-east-1,15,16.91094329784449,3.021107999615153
2026-03-01 15:00:00,EC2,eu-west-1,15,41.341455724416384,7.59710935349682
2026-03-01 15:00:00,S3,us-east-1,15,38.46874282420097,2.4544014901485145
2026-03-01 15:00:00,S3,eu-west-1,15,12.883366884601008,2.509455009264746
2026-03-01 15:00:00,RDS,us-east-1,15,77.07937640470747,7.711172262211787
2026-03-01 15:00:00,RDS,eu-west-1,15,75.72270907133718,8.782692841287508
2026-03-01 15:00:00,Lambda,us-east-1,15,53.49837486320792,9.02975336789251
2026-03-01 15:00:00,Lambda,eu-west-1,15,53.452693176186855,8.003709391171379
2026-03-01 16:00:00,EC2,us-east-1,16,48.47869578261463,8.918091760726146
2026-03-01 16:00:00,EC2,eu-west-1,16,64.53119893714127,7.103985606912974
2026-03-01 16:00:00,S3,us-east-1,16,53.13950721656497,5.632427720957376
2026-03-01 16:00:00,S3,eu-west-1,16,17.095956214950725,0.9360604883866207
2026-03-01 16:00:00,RDS,us-east-1,16,27.584969614086404,3.2938882989692013
2026-03-01 16:00:00,RDS,eu-west-1,16,135.93064396448975,21.560043111229476
2026-03-01 16:00:00,Lambda,us-east-1,16,4.629686381425405,0.4406387701766592
2026-03-01 16:00:00,Lambda,eu-west-1,16,22.572594189389147,2.6953703815440253
2026-03-01 17:00:00,EC2,us-east-1,17,61.643310730570136,5.11082625897826
2026-03-01 17:00:00,EC2,eu-west-1,17,15.88682896792899,2.635913603453601
2026-03-01 17:00:00,S3,us-east-1,17,47.61086727046683,2.8126945508246517
2026-03-01 17:00:00,S3,eu-west-1,17,30.360640055662486,4.7304141579181795
2026-03-01 17:00:00,RDS,us-east-1,17,16.867864651805018,1.8021795569804189
2026-03-01 17:00:00,RDS,eu-west-1,17,3.183659760498813,0.17904714787034462
2026-03-01 17:00:00,Lambda,us-east-1,17,33.754420025189965,6.008976640485369
2026-03-01 17:00:00,Lambda,eu-west-1,17,14.749620460245291,1.8165378788251452
2026-03-01 18:00:00,EC2,us-east-1,18,22.843310629122115,3.1957299397861014
2026-03-01 18:00:00,EC2,eu-west-1,18,36.109514548886644,5.770466663319422
2026-03-01 18:00:00,S3,us-east-1,18,45.79218447520618,6.789202615907538
2026-03-01 18:00:00,S3,eu-west-1,18,16.88448533661036,2.695245584595055
2026-03-01 18:00:00,RDS,us-east-1,18,14.362524229862517,2.360369586202611
2026-03-01 18:00:00,RDS,eu-west-1,18,7.669591168924453,1.0612622648427226
2026-03-01 18:00:00,Lambda,us-east-1,18,47.31943608594626,4.961238199833856
2026-03-01 18:00:00,Lambda,eu-west-1,18,92.72588963262915,8.018130302577125
2026-03-01 19:00:00,EC2,us-east-1,19,42.03229991037525,7.794279940474534
2026-03-01 19:00:00,EC2,eu-west-1,19,48.35145834418693,9.452165025586881
2026-03-01 19:00:00,S3,us-east-1,19,11.292687514786723,1.170480435089601
2026-03-01 19:00:00,S3,eu-west-1,19,28.643994743477933,1.914753927151368
2026-03-01 19:00:00,RDS,us-east-1,19,35.74687410891242,2.980595777990361
2026-03-01 19:00:00,RDS,eu-west-1,19,8.230749975891825,1.2395517850669158
2026-03-01 19:00:00,Lambda,us-east-1,19,59.417220721419035,4.512144068007895
2026-03-01 19:00:00,Lambda,eu-west-1,19,5.1907854886782205,0.866956380593858
2026-03-01 20:00:00,EC2,us-east-1,20,43.05657015895785,8.114205950248687
2026-03-01 20:00:00,EC2,eu-west-1,20,4.15282127696921,0.8079219411589185
2026-03-01 20:00:00,S3,us-east-1,20,6.935376599447752,0.3564702143598276
2026-03-01 20:00:00,S3,eu-west-1,20,23.37250493136338,4.527794688378689
2026-03-01 20:00:00,RDS,us-east-1,20,17.584146382719464,2.831560371783054
2026-03-01 20:00:00,RDS,eu-west-1,20,12.170766331770114,0.7619816771405672
2026-03-01 20:00:00,Lambda,us-east-1,20,46.67143805389841,5.240552375106632
2026-03-01 20:00:00,Lambda,eu-west-1,20,5.24972688102058,0.8137434759265578
2026-03-01 21:00:00,EC2,us-east-1,21,11.72127861248571,2.2681005112247825
2026-03-01 21:00:00,EC2,eu-west-1,21,20.198122928952635,1.5072083533315082
2026-03-01 21:00:00,S3,us-east-1,21,16.304904789990058,1.1276470895492943
2026-03-01 21:00:00,S3,eu-west-1,21,7.810708409298856,0.9439401856179563
2026-03-01 21:00:00,RDS,us-east-1,21,8.05350034303247,1.572162733073465
2026-03-01 21:00:00,RDS,eu-west-1,21,23.958853776481185,4.688912575806016
2026-03-01 21:00:00,Lambda,us-east-1,21,24.727891983010533,2.0817722638643503
2026-03-01 21:00:00,Lambda,eu-west-1,21,16.616653932252685,1.626804852926674
2026-03-01 22:00:00,EC2,us-east-1,22,5.129944521334762,0.9552202825599163
2026-03-01 22:00:00,EC2,eu-west-1,22,6.612569904638586,1.0595071042951458
2026-03-01 22:00:00,S3,us-east-1,22,10.396094136440608,2.036048675231881
2026-03-01 22:00:00,S3,eu-west-1,22,11.555902385934125,2.125965414171397
2026-03-01 22:00:00,RDS,us-east-1,22,15.706315628619942,1.2920707499355726
2026-03-01 22:00:00,RDS,eu-west-1,22,8.996272104940994,1.4750200381533625
2026-03-01 22:00:00,Lambda,us-east-1,22,18.8639916613506,1.08061970154477
2026-03-01 22:00:00,Lambda,eu-west-1,22,18.720939073295437,3.232636597109228
2026-03-01 23:00:00,EC2,us-east-1,23,21.27726771392786,2.983786027645038
2026-03-01 23:00:00,EC2,eu-west-1,23,9.046841738740277,1.7497962012214092
2026-03-01 23:00:00,S3,us-east-1,23,11.32861496606751,2.1978064547440073
2026-03-01 23:00:00,S3,eu-west-1,23,8.033731750393171,0.4629218307349566
2026-03-01 23:00:00,RDS,us-east-1,23,4.367630193304599,0.32354628271335195
2026-03-01 23:00:00,RDS,eu-west-1,23,32.52563106428515,3.9886525201864518
2026-03-01 23:00:00,Lambda,us-east-1,23,19.511955202331237,3.5496934990400106
2026-03-01 23:00:00,Lambda,eu-west-1,23,15.55140105988959,2.6774345103632027
2026-03-02 00:00:00,EC2,us-east-1,0,8.25453046346095,1.6067897872584571
2026-03-02 00:00:00,EC2,eu-west-1,0,3.7797405210548023,0.5394166634826577
2026-03-02 00:00:00,S3,us-east-1,0,16.345469547766015,1.446321156797622
2026-03-02 00:00:00,S3,eu-west-1,0,7.41966895351419,0.3989258907252551
2026-03-02 00:00:00,RDS,us-east-1,0,11.293081588611573,0.9422831366260817
2026-03-02 00:00:00,RDS,eu-west-1,0,5.198452260282366,0.7864789353456367
2026-03-02 00:00:00,Lambda,us-east-1,0,10.016708758224933,1.8925692082367287
2026-03-02 00:00:00,Lambda,eu-west-1,0,5.4706603131012255,0.5368662592158558
2026-03-02 01:00:00,EC2,us-east-1,1,6.032472042097702,1.0940228855469951
2026-03-02 01:00:00,EC2,eu-west-1,1,10.598965693775062,1.1577752326937205
2026-03-02 01:00:00,S3,us-east-1,1,2.1847130560444894,0.21025828629701723
2026-03-02 01:00:00,S3,eu-west-1,1,2.2963538037888265,0.2900906520649192
2026-03-02 01:00:00,RDS,us-east-1,1,4.809735487881896,0.5595695511628934
2026-03-02 01:00:00,RDS,eu-west-1,1,7.509163818919047,1.4047391275060988
2026-03-02 01:00:00,Lambda,us-east-1,1,16.220862953504415,1.9503729133152528
2026-03-02 01:00:00,Lambda,eu-west-1,1,7.843393641615349,0.7184572739918278
2026-03-02 02:00:00,EC2,us-east-1,2,10.415444218889627,1.8371264269286223
2026-03-02 02:00:00,EC2,eu-west-1,2,8.375403797028165,1.6735097576864424
2026-03-02 02:00:00,S3,us-east-1,2,13.433760218821208,1.9777949248373037
2026-03-02 02:00:00,S3,eu-west-1,2,5.138868484443631,0.45000662953183096
2026-03-02 02:00:00,RDS,us-east-1,2,9.700850622019514,0.8325489393596165
2026-03-02 02:00:00,RDS,eu-west-1,2,14.206893905206408,0.8333196318728464
